epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,4045,0.36592,0.27186,1.16395,0.99644,0.99966,0.99498,0.98255,0.24439,0.2042,1.09263,0.000537733,0.000537733,0.000537733
65,4108.27,0.35711,0.26656,1.16423,0.99765,0.99976,0.995,0.98781,0.24622,0.20721,1.0844,0.000523586,0.000523586,0.000523586
66,4171.45,0.36777,0.2749,1.17849,0.99923,1,0.995,0.98684,0.23278,0.19768,1.07553,0.000509438,0.000509438,0.000509438
67,4234.5,0.35831,0.26894,1.16462,0.99881,0.99667,0.99498,0.98644,0.23846,0.19704,1.09524,0.000495291,0.000495291,0.000495291
68,4294.63,0.3616,0.26924,1.16215,0.99915,1,0.995,0.98792,0.24895,0.19911,1.08088,0.000481144,0.000481144,0.000481144
69,4358.61,0.35857,0.26627,1.16692,0.99874,1,0.995,0.98595,0.24348,0.19159,1.0896,0.000466997,0.000466997,0.000466997
70,4422.34,0.35682,0.26645,1.16154,0.99575,1,0.995,0.98851,0.23189,0.2007,1.07257,0.00045285,0.00045285,0.00045285
71,4485.38,0.35338,0.26417,1.16323,0.99911,1,0.995,0.98412,0.24156,0.19227,1.09221,0.000438703,0.000438703,0.000438703
72,4548.87,0.35934,0.26595,1.16407,0.99937,1,0.995,0.98523,0.22885,0.18524,1.07004,0.000424556,0.000424556,0.000424556
73,4612.04,0.35213,0.26198,1.15057,0.99929,1,0.995,0.9868,0.22253,0.18302,1.06124,0.000410409,0.000410409,0.000410409
74,4674.59,0.34496,0.25614,1.1508,0.99861,1,0.995,0.98724,0.22259,0.1858,1.0621,0.000396262,0.000396262,0.000396262
75,4738.69,0.33737,0.25583,1.14681,0.99865,1,0.995,0.98703,0.22427,0.18832,1.06992,0.000382115,0.000382115,0.000382115
76,4802.35,0.33778,0.25477,1.14868,0.99884,1,0.995,0.98861,0.22407,0.18301,1.07409,0.000367967,0.000367967,0.000367967
77,4864.86,0.34433,0.25761,1.16761,0.99881,0.99727,0.995,0.98209,0.2423,0.20934,1.08035,0.00035382,0.00035382,0.00035382
78,4928.11,0.34262,0.25419,1.14332,0.99911,1,0.995,0.98991,0.21954,0.18377,1.07079,0.000339673,0.000339673,0.000339673
79,4992.66,0.3351,0.24998,1.14218,0.99944,1,0.995,0.9891,0.22275,0.18427,1.06815,0.000325526,0.000325526,0.000325526
80,5055.86,0.33606,0.24798,1.14817,0.99819,1,0.995,0.98536,0.23496,0.19343,1.07307,0.000311379,0.000311379,0.000311379
81,5117.84,0.33414,0.25124,1.14409,0.9985,0.9981,0.995,0.98401,0.23978,0.19023,1.07727,0.000297232,0.000297232,0.000297232
82,5181.4,0.33498,0.24847,1.15623,0.99741,0.99489,0.995,0.98036,0.26338,0.20422,1.10637,0.000283085,0.000283085,0.000283085
83,5244.55,0.32692,0.2456,1.13644,0.99661,0.9998,0.99498,0.98509,0.24316,0.19478,1.07283,0.000268938,0.000268938,0.000268938
84,5308.26,0.32671,0.24322,1.14555,0.99915,0.99992,0.995,0.98587,0.23413,0.18948,1.06554,0.000254791,0.000254791,0.000254791
85,5370.42,0.31929,0.24119,1.13009,0.99921,0.99626,0.99498,0.98235,0.23598,0.19393,1.07594,0.000240644,0.000240644,0.000240644
86,5432.44,0.326,0.24289,1.13585,0.99839,0.99948,0.995,0.98471,0.22677,0.18349,1.06802,0.000226497,0.000226497,0.000226497
